,3,4,5,6,7
0.5,0.11615201643809403,0.13670492541689616,0.1600675306663284,0.15915446885804907,0.14641741866441715
0.75,0.16562852307689013,0.15883353927416266,0.14061380056752593,0.1568648433122264,0.15639362854387007
1.0,0.17997707865848955,0.1633090012879177,0.17661590105700076,0.14854479084656158,0.13978079541652977
1.25,0.18595651095298615,0.16287579972193855,0.14929280456803196,0.17022693966247227,0.15676111521261626
1.5,0.18345634050822102,0.1570677048558644,0.13978966472687238,0.12994836965008738,0.1457305941905449
2.0,0.17250741463342134,0.12742202935142655,0.11561851132667544,0.09690664853169628,0.10116686663881458
