fold,IC_GBDT,IC_momentum,Sharpe_GBDT,Sharpe_momentum,IC_diff
2022,0.028282898248995655,0.0773809523809524,-0.3220365916788967,0.022202296011813793,-0.04909805413195674
2023,-0.1250963661934106,-0.0347985347985348,0.47882363858309096,0.1015107165084205,-0.09029783139487581
2024,0.009447173719988487,0.23672161172161177,1.780962832345166,1.7809493506159215,-0.22727443800162328
2025,0.2532136135274145,0.21565934065934067,1.0819245571097778,3.282964544605128,0.037554272868073835
2026,0.20893630353158146,0.00313971742543171,0.305402466244282,0.4727976015609216,0.20579658610614976
