track,w_bar,t_timing,dSharpe_vs_tilt,ci_lo,ci_hi,p,dSharpe_vs_VT,hit_rate,hit_p,pct_of_ceiling
主軌 VTI+VEU,0.7660550458715596,0.6952845870257274,0.005513496903487902,-0.10686085069338025,0.11026943363166354,0.9292,0.11932197956797763,0.5458715596330275,0.1980374220065978,0.007450671491199868
對照軌 VTI+VXUS,0.8,0.3624642610434428,-0.01964238920296757,-0.14400013973549494,0.09805218963860685,0.7471,0.08925142418669074,0.5714285714285714,0.06933702412999178,-0.02518255026021483
